timestep,HydroDispatch2,HydroDispatch1_inflow,HydroDispatch3_inflow,SolarBusC,WindBusA,4_Demand,2_Demand,3_Demand
4537,0.254,0.254,0.254,0.0,0.294,0.39,0.515,0.482
4538,0.254,0.254,0.254,0.0,0.412,0.372,0.49,0.46
4539,0.5,0.5,0.5,0.0,0.477,0.364,0.476,0.447
4540,0.754,0.754,0.754,0.0,0.498,0.367,0.472,0.444
4541,0.746,0.746,0.746,0.0,0.452,0.383,0.479,0.441
4542,0.764,0.764,0.764,0.397,0.492,0.41,0.491,0.448
4543,0.746,0.746,0.746,0.578,0.623,0.462,0.509,0.492
4544,0.774,0.774,0.774,0.689,0.519,0.524,0.528,0.547
4545,0.764,0.764,0.764,0.788,0.347,0.575,0.54,0.603
4546,0.774,0.774,0.774,0.806,0.37,0.623,0.558,0.647
4547,0.774,0.774,0.774,0.828,0.26,0.664,0.571,0.687
4548,0.774,0.774,0.774,0.839,0.191,0.701,0.582,0.732
4549,0.764,0.764,0.764,0.837,0.173,0.723,0.599,0.768
4550,0.754,0.754,0.754,0.819,0.048,0.743,0.63,0.807
4551,0.754,0.754,0.754,0.788,0.176,0.753,0.666,0.805
4552,0.764,0.764,0.764,0.764,0.437,0.748,0.688,0.765
4553,0.764,0.764,0.764,0.658,0.586,0.724,0.691,0.735
4554,0.754,0.754,0.754,0.433,0.502,0.683,0.677,0.7
4555,0.754,0.754,0.754,0.0,0.267,0.63,0.653,0.692
4556,0.774,0.774,0.774,0.0,0.602,0.613,0.653,0.695
4557,0.754,0.754,0.754,0.0,0.798,0.585,0.626,0.672
4558,0.726,0.726,0.726,0.0,0.841,0.528,0.578,0.632
4559,0.584,0.584,0.584,0.0,0.914,0.469,0.524,0.581
4560,0.51,0.51,0.51,0.0,0.883,0.424,0.488,0.539
4561,0.518,0.518,0.518,0.0,0.724,0.394,0.463,0.509
4562,0.51,0.51,0.51,0.0,0.645,0.374,0.444,0.487
4563,0.746,0.746,0.746,0.0,0.516,0.366,0.438,0.471
4564,0.754,0.754,0.754,0.0,0.575,0.367,0.441,0.47
4565,0.764,0.764,0.764,0.0,0.552,0.379,0.449,0.468
4566,0.764,0.764,0.764,0.397,0.345,0.408,0.475,0.476
4567,0.774,0.774,0.774,0.623,0.428,0.459,0.514,0.524
4568,0.764,0.764,0.764,0.742,0.342,0.513,0.553,0.583
4569,0.774,0.774,0.774,0.795,0.142,0.563,0.595,0.642
4570,0.774,0.774,0.774,0.815,0.022,0.606,0.645,0.686
4571,0.764,0.764,0.764,0.81,0.024,0.639,0.684,0.734
4572,0.784,0.784,0.784,0.81,0.052,0.669,0.72,0.773
4573,0.754,0.754,0.754,0.837,0.036,0.694,0.738,0.788
4574,0.784,0.784,0.784,0.83,0.033,0.711,0.767,0.785
4575,0.764,0.764,0.764,0.806,0.059,0.728,0.787,0.772
4576,0.774,0.774,0.774,0.746,0.15,0.728,0.791,0.762
4577,0.774,0.774,0.774,0.64,0.326,0.704,0.772,0.77
4578,0.764,0.764,0.764,0.428,0.454,0.661,0.739,0.76
4579,0.736,0.736,0.736,0.0,0.475,0.621,0.716,0.732
4580,0.518,0.518,0.518,0.0,0.716,0.609,0.709,0.73
4581,0.49,0.49,0.49,0.0,0.115,0.582,0.681,0.702
4582,0.254,0.254,0.254,0.0,0.275,0.526,0.632,0.655
4583,0.254,0.254,0.254,0.0,0.066,0.469,0.577,0.604
4584,0.254,0.254,0.254,0.0,0.078,0.426,0.541,0.555
4585,0.254,0.254,0.254,0.0,0.162,0.396,0.515,0.521
4586,0.274,0.274,0.274,0.0,0.647,0.378,0.493,0.495
4587,0.518,0.518,0.518,0.0,0.459,0.365,0.482,0.475
4588,0.538,0.538,0.538,0.0,0.422,0.366,0.484,0.469
4589,0.792,0.792,0.792,0.0,0.457,0.377,0.493,0.461
4590,0.774,0.774,0.774,0.386,0.465,0.404,0.517,0.467
4591,0.764,0.764,0.764,0.587,0.391,0.455,0.554,0.514
4592,0.792,0.792,0.792,0.691,0.207,0.51,0.589,0.572
4593,0.774,0.774,0.774,0.784,0.086,0.564,0.613,0.629
4594,0.784,0.784,0.784,0.784,0.044,0.618,0.64,0.671
4595,0.774,0.774,0.774,0.775,0.0,0.647,0.67,0.713
4596,0.754,0.754,0.754,0.786,0.0,0.685,0.681,0.751
4597,0.764,0.764,0.764,0.792,0.025,0.712,0.679,0.782
4598,0.774,0.774,0.774,0.799,0.03,0.736,0.693,0.799
4599,0.754,0.754,0.754,0.781,0.004,0.748,0.71,0.797
4600,0.764,0.764,0.764,0.742,0.0,0.763,0.717,0.799
4601,0.764,0.764,0.764,0.631,0.0,0.739,0.702,0.791
4602,0.754,0.754,0.754,0.415,0.0,0.691,0.676,0.771
4603,0.754,0.754,0.754,0.0,0.0,0.648,0.65,0.742
4604,0.51,0.51,0.51,0.0,0.0,0.626,0.643,0.737
4605,0.254,0.254,0.254,0.0,0.0,0.6,0.618,0.701
4606,0.254,0.254,0.254,0.0,0.0,0.55,0.571,0.656
4607,0.254,0.254,0.254,0.0,0.0,0.487,0.525,0.608
4608,0.254,0.254,0.254,0.0,0.0,0.447,0.492,0.561
4609,0.246,0.246,0.246,0.0,0.0,0.416,0.466,0.524
4610,0.254,0.254,0.254,0.0,0.0,0.392,0.45,0.499
4611,0.264,0.264,0.264,0.0,0.0,0.379,0.436,0.481
4612,0.5,0.5,0.5,0.0,0.0,0.371,0.432,0.472
4613,0.5,0.5,0.5,0.0,0.0,0.37,0.427,0.459
4614,0.49,0.49,0.49,0.391,0.001,0.378,0.433,0.448
4615,0.528,0.528,0.528,0.603,0.001,0.403,0.483,0.463
4616,0.51,0.51,0.51,0.706,0.005,0.453,0.537,0.503
4617,0.528,0.528,0.528,0.768,0.0,0.512,0.588,0.553
4618,0.51,0.51,0.51,0.784,0.001,0.569,0.641,0.603
4619,0.528,0.528,0.528,0.773,0.009,0.615,0.684,0.66
4620,0.51,0.51,0.51,0.768,0.028,0.655,0.715,0.709
4621,0.528,0.528,0.528,0.775,0.014,0.67,0.747,0.752
4622,0.518,0.518,0.518,0.733,0.015,0.682,0.773,0.791
4623,0.518,0.518,0.518,0.748,0.022,0.697,0.79,0.819
4624,0.518,0.518,0.518,0.722,0.032,0.692,0.801,0.828
4625,0.518,0.518,0.518,0.618,0.034,0.678,0.795,0.808
4626,0.518,0.518,0.518,0.397,0.006,0.654,0.773,0.767
4627,0.51,0.51,0.51,0.0,0.0,0.615,0.739,0.729
4628,0.264,0.264,0.264,0.0,0.002,0.603,0.719,0.723
4629,0.254,0.254,0.254,0.0,0.006,0.581,0.676,0.698
4630,0.254,0.254,0.254,0.0,0.015,0.534,0.624,0.665
4631,0.254,0.254,0.254,0.0,0.02,0.486,0.573,0.62
4632,0.254,0.254,0.254,0.0,0.012,0.445,0.536,0.57
4633,0.254,0.254,0.254,0.0,0.0,0.415,0.508,0.533
4634,0.254,0.254,0.254,0.0,0.0,0.391,0.486,0.504
4635,0.264,0.264,0.264,0.0,0.005,0.376,0.469,0.483
4636,0.518,0.518,0.518,0.0,0.008,0.366,0.456,0.467
4637,0.784,0.784,0.784,0.0,0.026,0.36,0.444,0.449
4638,0.774,0.774,0.774,0.377,0.009,0.351,0.456,0.442
4639,0.774,0.774,0.774,0.57,0.014,0.368,0.498,0.483
4640,0.792,0.792,0.792,0.695,0.011,0.405,0.558,0.543
4641,0.764,0.764,0.764,0.724,0.0,0.452,0.616,0.609
4642,0.764,0.764,0.764,0.762,0.0,0.504,0.68,0.663
4643,0.764,0.764,0.764,0.735,0.0,0.552,0.733,0.711
4644,0.764,0.764,0.764,0.775,0.0,0.593,0.772,0.748
4645,0.774,0.774,0.774,0.777,0.0,0.625,0.802,0.774
4646,0.774,0.774,0.774,0.779,0.0,0.649,0.824,0.784
4647,0.764,0.764,0.764,0.775,0.0,0.658,0.838,0.732
4648,0.764,0.764,0.764,0.583,0.0,0.665,0.846,0.699
4649,0.68,0.68,0.68,0.605,0.002,0.651,0.838,0.705
4650,0.67,0.67,0.67,0.413,0.003,0.632,0.814,0.702
4651,0.774,0.774,0.774,0.0,0.0,0.598,0.775,0.672
4652,0.746,0.746,0.746,0.0,0.032,0.589,0.75,0.672
4653,0.51,0.51,0.51,0.0,0.069,0.569,0.703,0.647
4654,0.34,0.34,0.34,0.0,0.289,0.521,0.643,0.611
4655,0.264,0.264,0.264,0.0,0.224,0.466,0.59,0.568
4656,0.264,0.264,0.264,0.0,0.017,0.429,0.55,0.527
4657,0.518,0.518,0.518,0.0,0.015,0.4,0.522,0.492
4658,0.51,0.51,0.51,0.0,0.099,0.383,0.498,0.467
4659,0.528,0.528,0.528,0.0,0.21,0.373,0.48,0.45
4660,0.764,0.764,0.764,0.0,0.239,0.377,0.477,0.447
4661,0.784,0.784,0.784,0.0,0.392,0.393,0.483,0.443
4662,0.754,0.754,0.754,0.386,0.428,0.417,0.512,0.452
4663,0.754,0.754,0.754,0.578,0.357,0.464,0.556,0.498
4664,0.754,0.754,0.754,0.653,0.298,0.52,0.606,0.556
4665,0.754,0.754,0.754,0.706,0.268,0.573,0.65,0.614
4666,0.764,0.764,0.764,0.735,0.227,0.616,0.695,0.658
4667,0.754,0.754,0.754,0.795,0.125,0.654,0.739,0.706
4668,0.754,0.754,0.754,0.788,0.206,0.685,0.778,0.756
4669,0.754,0.754,0.754,0.786,0.214,0.711,0.815,0.8
4670,0.764,0.764,0.764,0.784,0.202,0.73,0.847,0.837
4671,0.764,0.764,0.764,0.777,0.134,0.738,0.872,0.864
4672,0.754,0.754,0.754,0.748,0.106,0.74,0.878,0.877
4673,0.754,0.754,0.754,0.631,0.097,0.718,0.869,0.872
4674,0.754,0.754,0.754,0.411,0.297,0.661,0.84,0.846
4675,0.754,0.754,0.754,0.0,0.486,0.614,0.796,0.808
4676,0.754,0.754,0.754,0.0,0.459,0.601,0.77,0.789
4677,0.754,0.754,0.754,0.0,0.332,0.575,0.724,0.75
4678,0.764,0.764,0.764,0.0,0.324,0.516,0.654,0.693
4679,0.764,0.764,0.764,0.0,0.39,0.459,0.591,0.631
4680,0.764,0.764,0.764,0.0,0.244,0.413,0.547,0.574
4681,0.746,0.746,0.746,0.0,0.266,0.387,0.518,0.536
4682,0.764,0.764,0.764,0.0,0.165,0.364,0.491,0.508
4683,0.746,0.746,0.746,0.0,0.101,0.355,0.475,0.49
4684,0.764,0.764,0.764,0.0,0.08,0.356,0.47,0.487
4685,0.754,0.754,0.754,0.0,0.112,0.373,0.473,0.479
4686,0.754,0.754,0.754,0.391,0.162,0.405,0.506,0.489
4687,0.754,0.754,0.754,0.605,0.138,0.455,0.556,0.538
4688,0.754,0.754,0.754,0.74,0.149,0.509,0.607,0.596
4689,0.754,0.754,0.754,0.81,0.034,0.553,0.654,0.659
4690,0.746,0.746,0.746,0.834,0.007,0.596,0.708,0.703
4691,0.764,0.764,0.764,0.828,0.014,0.631,0.756,0.754
4692,0.746,0.746,0.746,0.839,0.02,0.702,0.804,0.803
4693,0.774,0.774,0.774,0.832,0.015,0.724,0.843,0.841
4694,0.754,0.754,0.754,0.81,0.013,0.747,0.871,0.869
4695,0.764,0.764,0.764,0.83,0.003,0.767,0.895,0.886
4696,0.754,0.754,0.754,0.808,0.02,0.77,0.905,0.893
4697,0.774,0.774,0.774,0.693,0.063,0.705,0.896,0.887
4698,0.746,0.746,0.746,0.424,0.217,0.656,0.868,0.861
4699,0.764,0.764,0.764,0.0,0.117,0.619,0.824,0.821
4700,0.764,0.764,0.764,0.0,0.208,0.601,0.799,0.804
4701,0.584,0.584,0.584,0.0,0.701,0.58,0.755,0.757
4702,0.594,0.594,0.594,0.0,0.764,0.521,0.683,0.701
4703,0.614,0.614,0.614,0.0,0.82,0.464,0.614,0.634
4704,0.604,0.604,0.604,0.0,0.936,0.42,0.579,0.579
4705,0.614,0.614,0.614,0.0,0.852,0.392,0.541,0.54
4706,0.764,0.764,0.764,0.0,0.85,0.372,0.512,0.508
4707,0.754,0.754,0.754,0.0,0.802,0.365,0.5,0.488
4708,0.764,0.764,0.764,0.0,0.687,0.364,0.501,0.48
4709,0.764,0.764,0.764,0.0,0.84,0.379,0.509,0.471
4710,0.764,0.764,0.764,0.397,0.648,0.399,0.544,0.477
4711,0.754,0.754,0.754,0.611,0.779,0.451,0.583,0.52
4712,0.754,0.754,0.754,0.744,0.545,0.507,0.647,0.575
4713,0.764,0.764,0.764,0.806,0.336,0.553,0.69,0.63
4714,0.754,0.754,0.754,0.815,0.097,0.602,0.741,0.671
4715,0.754,0.754,0.754,0.806,0.092,0.642,0.785,0.712
4716,0.764,0.764,0.764,0.777,0.202,0.685,0.828,0.754
4717,0.754,0.754,0.754,0.77,0.261,0.714,0.869,0.789
4718,0.746,0.746,0.746,0.797,0.102,0.739,0.902,0.813
4719,0.754,0.754,0.754,0.792,0.208,0.754,0.92,0.851
4720,0.764,0.764,0.764,0.74,0.278,0.755,0.931,0.866
4721,0.754,0.754,0.754,0.631,0.384,0.732,0.92,0.863
4722,0.774,0.774,0.774,0.419,0.494,0.688,0.892,0.845
4723,0.784,0.784,0.784,0.0,0.697,0.639,0.855,0.807
4724,0.754,0.754,0.754,0.0,0.694,0.624,0.829,0.781
4725,0.538,0.538,0.538,0.0,0.871,0.599,0.787,0.739
4726,0.472,0.472,0.472,0.0,0.863,0.542,0.718,0.683
4727,0.51,0.51,0.51,0.0,0.796,0.483,0.655,0.62
4728,0.49,0.49,0.49,0.0,0.858,0.434,0.606,0.566
4729,0.5,0.5,0.5,0.0,0.737,0.404,0.575,0.526
4730,0.49,0.49,0.49,0.0,0.698,0.383,0.549,0.498
4731,0.548,0.548,0.548,0.0,0.935,0.374,0.534,0.477
4732,0.774,0.774,0.774,0.0,0.851,0.374,0.531,0.472
4733,0.774,0.774,0.774,0.0,0.835,0.386,0.536,0.466
4734,0.784,0.784,0.784,0.38,0.734,0.408,0.567,0.472
4735,0.774,0.774,0.774,0.605,0.605,0.46,0.62,0.52
4736,0.784,0.784,0.784,0.724,0.265,0.517,0.671,0.579
4737,0.774,0.774,0.774,0.766,0.199,0.568,0.718,0.641
4738,0.746,0.746,0.746,0.77,0.142,0.619,0.772,0.687
4739,0.736,0.736,0.736,0.779,0.09,0.666,0.824,0.745
4740,0.736,0.736,0.736,0.792,0.033,0.701,0.87,0.795
4741,0.746,0.746,0.746,0.733,0.016,0.736,0.909,0.832
4742,0.746,0.746,0.746,0.724,0.025,0.768,0.938,0.869
4743,0.754,0.754,0.754,0.768,0.036,0.783,0.959,0.898
4744,0.764,0.764,0.764,0.744,0.041,0.786,0.964,0.913
4745,0.764,0.764,0.764,0.638,0.03,0.767,0.953,0.91
4746,0.754,0.754,0.754,0.415,0.077,0.714,0.918,0.889
4747,0.764,0.764,0.764,0.0,0.053,0.67,0.88,0.855
4748,0.746,0.746,0.746,0.0,0.044,0.65,0.859,0.828
4749,0.754,0.754,0.754,0.0,0.098,0.622,0.816,0.779
4750,0.528,0.528,0.528,0.0,0.216,0.563,0.749,0.718
4751,0.51,0.51,0.51,0.0,0.565,0.5,0.681,0.652
4752,0.378,0.378,0.378,0.0,0.518,0.45,0.632,0.595
4753,0.51,0.51,0.51,0.0,0.388,0.415,0.595,0.557
4754,0.5,0.5,0.5,0.0,0.181,0.395,0.568,0.523
4755,0.5,0.5,0.5,0.0,0.115,0.383,0.553,0.507
4756,0.754,0.754,0.754,0.0,0.075,0.384,0.547,0.499
4757,0.764,0.764,0.764,0.0,0.042,0.397,0.55,0.493
4758,0.764,0.764,0.764,0.38,0.042,0.422,0.578,0.49
4759,0.754,0.754,0.754,0.585,0.014,0.473,0.629,0.526
4760,0.764,0.764,0.764,0.711,0.003,0.533,0.675,0.589
4761,0.754,0.754,0.754,0.777,0.0,0.588,0.719,0.654
4762,0.754,0.754,0.754,0.748,0.0,0.651,0.768,0.72
4763,0.754,0.754,0.754,0.733,0.0,0.691,0.814,0.781
4764,0.746,0.746,0.746,0.784,0.0,0.738,0.863,0.829
4765,0.764,0.764,0.764,0.764,0.003,0.779,0.904,0.872
4766,0.754,0.754,0.754,0.764,0.024,0.802,0.943,0.914
4767,0.754,0.754,0.754,0.764,0.061,0.811,0.969,0.943
4768,0.754,0.754,0.754,0.737,0.038,0.805,0.978,0.957
4769,0.754,0.754,0.754,0.616,0.036,0.78,0.967,0.955
4770,0.754,0.754,0.754,0.406,0.007,0.734,0.927,0.931
4771,0.754,0.754,0.754,0.0,0.034,0.688,0.877,0.894
4772,0.754,0.754,0.754,0.0,0.085,0.669,0.839,0.871
4773,0.528,0.528,0.528,0.0,0.116,0.643,0.791,0.824
4774,0.302,0.302,0.302,0.0,0.213,0.581,0.727,0.764
4775,0.254,0.254,0.254,0.0,0.126,0.523,0.669,0.699
4776,0.188,0.188,0.188,0.0,0.381,0.471,0.622,0.642
4777,0.254,0.254,0.254,0.0,0.383,0.433,0.599,0.595
4778,0.254,0.254,0.254,0.0,0.092,0.409,0.584,0.561
4779,0.254,0.254,0.254,0.0,0.013,0.393,0.571,0.531
4780,0.254,0.254,0.254,0.0,0.027,0.386,0.557,0.514
4781,0.254,0.254,0.254,0.0,0.0,0.386,0.542,0.498
4782,0.254,0.254,0.254,0.38,0.005,0.382,0.548,0.487
4783,0.254,0.254,0.254,0.585,0.005,0.418,0.597,0.524
4784,0.254,0.254,0.254,0.704,0.004,0.476,0.66,0.595
4785,0.264,0.264,0.264,0.72,0.0,0.539,0.719,0.674
4786,0.292,0.292,0.292,0.744,0.0,0.601,0.779,0.741
4787,0.538,0.538,0.538,0.753,0.0,0.642,0.824,0.811
4788,0.774,0.774,0.774,0.766,0.0,0.68,0.869,0.875
4789,0.792,0.792,0.792,0.706,0.0,0.709,0.903,0.913
4790,0.764,0.764,0.764,0.629,0.001,0.735,0.921,0.947
4791,0.784,0.784,0.784,0.687,0.007,0.746,0.905,0.969
4792,0.764,0.764,0.764,0.671,0.042,0.754,0.867,0.98
4793,0.774,0.774,0.774,0.598,0.076,0.747,0.821,0.976
4794,0.784,0.784,0.784,0.397,0.077,0.722,0.773,0.95
4795,0.746,0.746,0.746,0.0,0.04,0.692,0.74,0.914
4796,0.736,0.736,0.736,0.0,0.058,0.675,0.723,0.891
4797,0.746,0.746,0.746,0.0,0.291,0.654,0.688,0.848
4798,0.746,0.746,0.746,0.0,0.716,0.593,0.643,0.789
4799,0.764,0.764,0.764,0.0,0.221,0.535,0.598,0.725
4800,0.754,0.754,0.754,0.0,0.38,0.484,0.56,0.668
4801,0.754,0.754,0.754,0.0,0.32,0.446,0.531,0.621
4802,0.764,0.764,0.764,0.0,0.236,0.419,0.507,0.583
4803,0.764,0.764,0.764,0.0,0.105,0.402,0.491,0.554
4804,0.764,0.764,0.764,0.0,0.02,0.39,0.48,0.534
4805,0.754,0.754,0.754,0.0,0.007,0.384,0.469,0.513
4806,0.754,0.754,0.754,0.375,0.007,0.377,0.475,0.501
4807,0.764,0.764,0.764,0.587,0.012,0.396,0.517,0.54
4808,0.764,0.764,0.764,0.682,0.044,0.441,0.572,0.606
4809,0.764,0.764,0.764,0.726,0.012,0.491,0.627,0.681
4810,0.784,0.784,0.784,0.737,0.01,0.542,0.684,0.743
4811,0.774,0.774,0.774,0.711,0.003,0.579,0.739,0.807
4812,0.774,0.774,0.774,0.742,0.0,0.61,0.782,0.866
4813,0.784,0.784,0.784,0.669,0.0,0.631,0.818,0.904
4814,0.764,0.764,0.764,0.377,0.001,0.652,0.847,0.943
4815,0.784,0.784,0.784,0.331,0.004,0.673,0.867,0.969
4816,0.784,0.784,0.784,0.704,0.003,0.68,0.855,0.982
4817,0.784,0.784,0.784,0.532,0.001,0.672,0.83,0.978
4818,0.736,0.736,0.736,0.291,0.002,0.649,0.795,0.957
4819,0.472,0.472,0.472,0.0,0.001,0.621,0.773,0.918
4820,0.274,0.274,0.274,0.0,0.001,0.615,0.758,0.907
4821,0.254,0.254,0.254,0.0,0.0,0.6,0.725,0.867
4822,0.254,0.254,0.254,0.0,0.0,0.551,0.67,0.813
4823,0.254,0.254,0.254,0.0,0.0,0.496,0.617,0.754
4824,0.264,0.264,0.264,0.0,0.026,0.452,0.576,0.707
4825,0.632,0.632,0.632,0.0,0.303,0.423,0.545,0.669
4826,0.764,0.764,0.764,0.0,0.055,0.407,0.518,0.628
4827,0.792,0.792,0.792,0.0,0.001,0.402,0.508,0.601
4828,0.774,0.774,0.774,0.0,0.028,0.408,0.504,0.593
4829,0.746,0.746,0.746,0.0,0.017,0.429,0.513,0.591
4830,0.764,0.764,0.764,0.366,0.054,0.461,0.53,0.593
4831,0.764,0.764,0.764,0.563,0.015,0.509,0.561,0.643
4832,0.774,0.774,0.774,0.636,0.102,0.568,0.597,0.706
4833,0.774,0.774,0.774,0.687,0.086,0.619,0.637,0.77
4834,0.784,0.784,0.784,0.731,0.057,0.675,0.69,0.815
4835,0.764,0.764,0.764,0.737,0.017,0.722,0.737,0.863
4836,0.784,0.784,0.784,0.762,0.0,0.769,0.779,0.904
4837,0.774,0.774,0.774,0.404,0.0,0.802,0.814,0.932
4838,0.764,0.764,0.764,0.117,0.0,0.826,0.839,0.965
4839,0.746,0.746,0.746,0.174,0.0,0.828,0.855,0.989
4840,0.746,0.746,0.746,0.722,0.001,0.802,0.864,1.0
4841,0.754,0.754,0.754,0.62,0.0,0.761,0.857,0.987
4842,0.746,0.746,0.746,0.384,0.06,0.701,0.83,0.965
4843,0.754,0.754,0.754,0.0,0.142,0.67,0.801,0.943
4844,0.66,0.66,0.66,0.0,0.564,0.675,0.796,0.929
4845,0.556,0.556,0.556,0.0,0.665,0.65,0.754,0.83
4846,0.472,0.472,0.472,0.0,0.748,0.577,0.696,0.733
4847,0.34,0.34,0.34,0.0,0.78,0.52,0.641,0.657
4848,0.34,0.34,0.34,0.0,0.447,0.471,0.603,0.62
4849,0.754,0.754,0.754,0.0,0.271,0.441,0.575,0.585
4850,0.746,0.746,0.746,0.0,0.059,0.424,0.55,0.553
4851,0.746,0.746,0.746,0.0,0.04,0.413,0.537,0.531
4852,0.746,0.746,0.746,0.0,0.03,0.416,0.533,0.526
4853,0.764,0.764,0.764,0.0,0.069,0.434,0.539,0.529
4854,0.736,0.736,0.736,0.0,0.154,0.459,0.563,0.532
4855,0.764,0.764,0.764,0.0,0.112,0.511,0.611,0.546
4856,0.774,0.774,0.774,0.375,0.149,0.576,0.659,0.554
4857,0.764,0.764,0.764,0.695,0.061,0.634,0.707,0.646
4858,0.784,0.784,0.784,0.733,0.007,0.688,0.762,0.691
4859,0.764,0.764,0.764,0.759,0.0,0.732,0.814,0.742
4860,0.784,0.784,0.784,0.766,0.0,0.769,0.862,0.795
4861,0.764,0.764,0.764,0.402,0.0,0.794,0.899,0.833
4862,0.784,0.784,0.784,0.274,0.0,0.814,0.928,0.869
4863,0.754,0.754,0.754,0.013,0.0,0.822,0.948,0.901
4864,0.746,0.746,0.746,0.744,0.0,0.818,0.954,0.923
4865,0.746,0.746,0.746,0.614,0.0,0.79,0.932,0.925
4866,0.736,0.736,0.736,0.285,0.063,0.735,0.893,0.911
4867,0.716,0.716,0.716,0.0,0.029,0.684,0.858,0.884
4868,0.472,0.472,0.472,0.0,0.007,0.66,0.831,0.88
4869,0.33,0.33,0.33,0.0,0.006,0.626,0.786,0.837
4870,0.274,0.274,0.274,0.0,0.028,0.564,0.723,0.784
4871,0.264,0.264,0.264,0.0,0.029,0.504,0.666,0.724
4872,0.274,0.274,0.274,0.0,0.011,0.455,0.623,0.674
4873,0.538,0.538,0.538,0.0,0.085,0.428,0.589,0.634
4874,0.784,0.784,0.784,0.0,0.049,0.408,0.563,0.604
4875,0.784,0.784,0.784,0.0,0.021,0.398,0.551,0.584
4876,0.746,0.746,0.746,0.0,0.006,0.4,0.547,0.577
4877,0.746,0.746,0.746,0.0,0.0,0.417,0.553,0.573
4878,0.736,0.736,0.736,0.373,0.0,0.444,0.569,0.569
4879,0.764,0.764,0.764,0.596,0.0,0.492,0.619,0.594
4880,0.764,0.764,0.764,0.684,0.0,0.551,0.666,0.634
4881,0.784,0.784,0.784,0.735,0.0,0.602,0.708,0.686
4882,0.764,0.764,0.764,0.751,0.0,0.646,0.756,0.737
4883,0.784,0.784,0.784,0.733,0.0,0.689,0.8,0.796
4884,0.726,0.726,0.726,0.671,0.0,0.739,0.839,0.83
4885,0.726,0.726,0.726,0.413,0.0,0.764,0.877,0.825
4886,0.716,0.716,0.716,0.406,0.0,0.787,0.906,0.808
4887,0.746,0.746,0.746,0.715,0.0,0.798,0.927,0.81
4888,0.764,0.764,0.764,0.74,0.0,0.79,0.93,0.794
4889,0.754,0.754,0.754,0.627,0.001,0.752,0.917,0.775
4890,0.754,0.754,0.754,0.393,0.001,0.689,0.884,0.749
4891,0.5,0.5,0.5,0.0,0.0,0.643,0.851,0.747
4892,0.254,0.254,0.254,0.0,0.0,0.62,0.828,0.751
4893,0.254,0.254,0.254,0.0,0.0,0.593,0.793,0.723
4894,0.254,0.254,0.254,0.0,0.0,0.543,0.73,0.68
4895,0.246,0.246,0.246,0.0,0.0,0.49,0.672,0.628
4896,0.264,0.264,0.264,0.0,0.0,0.442,0.63,0.582
4897,0.254,0.254,0.254,0.0,0.188,0.415,0.605,0.547
4898,0.5,0.5,0.5,0.0,0.235,0.396,0.583,0.517
4899,0.51,0.51,0.51,0.0,0.129,0.388,0.568,0.503
4900,0.764,0.764,0.764,0.0,0.051,0.39,0.564,0.499
4901,0.784,0.784,0.784,0.0,0.022,0.41,0.574,0.502
4902,0.784,0.784,0.784,0.364,0.02,0.434,0.588,0.502
4903,0.774,0.774,0.774,0.534,0.019,0.485,0.615,0.531
4904,0.764,0.764,0.764,0.704,0.008,0.542,0.646,0.589
4905,0.784,0.784,0.784,0.775,0.0,0.593,0.675,0.659
4906,0.774,0.774,0.774,0.77,0.003,0.642,0.708,0.716
4907,0.774,0.774,0.774,0.766,0.0,0.683,0.735,0.776
4908,0.774,0.774,0.774,0.722,0.001,0.724,0.784,0.831
4909,0.754,0.754,0.754,0.415,0.0,0.749,0.83,0.875
4910,0.754,0.754,0.754,0.04,0.003,0.775,0.865,0.914
4911,0.736,0.736,0.736,0.325,0.004,0.782,0.889,0.939
4912,0.736,0.736,0.736,0.155,0.009,0.78,0.898,0.916
4913,0.716,0.716,0.716,0.274,0.008,0.756,0.887,0.849
4914,0.736,0.736,0.736,0.106,0.001,0.704,0.859,0.812
4915,0.746,0.746,0.746,0.0,0.0,0.662,0.826,0.782
4916,0.736,0.736,0.736,0.0,0.008,0.644,0.806,0.783
4917,0.264,0.264,0.264,0.0,0.026,0.616,0.772,0.754
4918,0.246,0.246,0.246,0.0,0.061,0.557,0.703,0.709
4919,0.254,0.254,0.254,0.0,0.077,0.5,0.642,0.66
4920,0.246,0.246,0.246,0.0,0.051,0.453,0.596,0.612
4921,0.254,0.254,0.254,0.0,0.047,0.424,0.562,0.577
4922,0.482,0.482,0.482,0.0,0.094,0.404,0.538,0.553
4923,0.754,0.754,0.754,0.0,0.157,0.396,0.521,0.537
4924,0.764,0.764,0.764,0.0,0.189,0.397,0.517,0.53
4925,0.784,0.784,0.784,0.0,0.167,0.414,0.524,0.527
4926,0.764,0.764,0.764,0.205,0.152,0.442,0.548,0.531
4927,0.774,0.774,0.774,0.389,0.185,0.496,0.607,0.583
4928,0.774,0.774,0.774,0.519,0.165,0.556,0.669,0.648
4929,0.784,0.784,0.784,0.558,0.087,0.612,0.728,0.713
4930,0.764,0.764,0.764,0.698,0.066,0.665,0.797,0.764
4931,0.764,0.764,0.764,0.762,0.05,0.718,0.858,0.816
4932,0.764,0.764,0.764,0.735,0.037,0.768,0.911,0.861
4933,0.764,0.764,0.764,0.547,0.02,0.807,0.952,0.901
4934,0.764,0.764,0.764,0.428,0.007,0.836,0.983,0.934
